unique_id,survey_id,survey_date,age,gender,strata,client_location,nationality,education_level,business_sector,business_sub_sector,only_income_earner,number_of_people_reponsible,business_location,is_business_registered,has_access_to_finance_in_past_6months,have_bank_account,monthly_customer,kept_sales_record,bz_have_new_practices,practice_type,bz_have_new_product,new_product_type,job_created,revenue,hh_expense,nps_detractor,nps_passive,nps_promoter,satisfied_yes,satisfied_no,survey_name,has_started_business,why_not_started_business,bz_source_capital,did_you_buy_assets_in_the_past_6months,business_challenges,did_you_attended_all_training,does_training_increased_bz_skills,plan_after_program,risk_tier_1m,risk_tier_2m,risk_tier_3m,risk_score_1m,risk_score_2m,risk_score_3m,jobs_created_1m,jobs_created_2m,jobs_created_3m,jobs_lost_1m,jobs_lost_2m,jobs_lost_3m,revenue_1m,revenue_2m,revenue_3m,countrySpecific,country_code
U02224,ET-2020-S2,2020-04-30,24,Male,host,Jijiga,Somali,Secondary,Hospitality and Tourism,Lodging,No,5,,,,,,,,,,,0,338.18,,0,0,1,1,0,Follow-up Survey,False,Family responsibilities,Loan,True,Security constraints,True,True,Expand idea,LOW,LOW,LOW,0.333747,0.300365,0.268643,0,0,0,0,0,0,379.61,400.14,381.16,Ethiopia,ET
U02324,ET-2021-S1,2021-11-12,23,Male,host,Addis Ababa,Ethiopian,TVET,ICT,Device Repair,No,2,Bole,No,Yes,No,26.0,No,No,,Yes,Software Services,1,753.86,396.5,0,1,0,1,0,Endline Survey,True,,,,,,,,LOW,LOW,LOW,0.302914,0.284143,0.271948,0,1,2,0,0,0,754.73,762.33,835.73,Ethiopia,ET
U03528,ET-2018-S3,2018-05-23,40,Male,host,Addis Ababa,Ethiopian,Secondary,Agriculture,Dairy,No,2,Yeka,No,Yes,No,37.0,Yes,Yes,Marketing,Yes,Dairy,1,321.77,94.62,0,0,1,1,0,Follow-up Survey,True,,,,,,,,LOW,LOW,LOW,0.179075,0.176198,0.19631,1,1,1,0,0,0,352.92,357.59,350.19,Ethiopia,ET
U03787,RW-2021-S2,2021-09-19,49,Male,host,Kigeme Camp,Burundian,Postgraduate,Agriculture,Poultry,No,3,Huye,No,No,No,21.0,No,No,,Yes,Vegetables,1,488.23,324.73,0,0,1,1,0,Baseline Survey,True,,,,,,,,MEDIUM,MEDIUM,MEDIUM,0.572912,0.541257,0.548706,0,0,0,0,0,0,491.53,494.39,486.5,Rwanda,RW
U00934,RW-2026-S3,2026-02-13,19,Female,refugee,Gasabo,Rwandan,TVET,Transport,Logistics,Yes,3,Gasabo,Yes,No,Yes,10.0,Yes,Yes,Marketing,No,,0,262.19,108.33,0,1,0,0,1,Endline Survey,True,,,,,,,,MEDIUM,MEDIUM,MEDIUM,0.481936,0.456678,0.446323,1,1,1,0,1,1,264.76,278.26,286.24,Rwanda,RW
U02444,RW-2023-S2,2023-06-29,23,Female,refugee,Nyabiheke Camp,Congolese,Secondary,Retail & Trade,Pharmacy,Yes,4,Musanze,Yes,No,No,5.0,No,Yes,Supplier diversification,No,,0,197.86,125.48,0,1,0,1,0,Follow-up Survey,True,,,,,,,,MEDIUM,MEDIUM,MEDIUM,0.633514,0.59525,0.593384,0,0,0,1,1,1,189.25,190.74,201.36,Rwanda,RW
U00395,KE-2021-S3,2021-08-23,42,Female,host,Dadaab Camp,South Sudanese,Secondary,Retail & Trade,Grocery,Yes,2,Kajiado,Yes,Yes,No,32.0,No,No,,No,,1,1184.71,303.7,0,1,0,0,1,Baseline Survey,True,,,,,,,,MEDIUM,MEDIUM,MEDIUM,0.541036,0.582338,0.608237,0,0,0,0,0,0,1198.66,1184.08,1207.72,Kenya,KE
U04191,ET-2024-S3,2024-01-25,40,Female,refugee,Shire Camp,Ethiopian,Postgraduate,Transport,Delivery,Yes,6,Mekelle,No,No,Yes,19.0,Yes,No,,No,,0,349.86,222.32,0,1,0,1,0,Follow-up Survey,True,,,,,,,,HIGH,HIGH,HIGH,0.799787,0.863876,0.891262,0,0,0,0,0,0,326.62,241.15,204.69,Ethiopia,ET
U00674,SS-2025-S1,2025-12-10,21,Female,refugee,Gorom Camp,South Sudanese,Secondary,Manufacturing,Baked Goods,No,2,,,,,,,,,,,0,468.79,,0,0,1,0,1,Endline Survey,False,Market uncertainty,Savings,True,Security constraints,True,True,Continue training,MEDIUM,MEDIUM,MEDIUM,0.567219,0.568953,0.545488,0,0,0,0,1,2,507.76,478.33,485.21,South Sudan,SS
U04155,RW-2022-S3,2022-04-23,18,Male,host,Nyabiheke Camp,Burundian,Bachelor,Personal Services,Laundry,No,3,Nyarugenge,Yes,Yes,No,44.0,Yes,No,,Yes,Childcare,1,427.85,256.49,1,0,0,0,1,Endline Survey,True,,,,,,,,LOW,LOW,LOW,0.285045,0.327341,0.324968,0,0,0,0,0,0,441.54,449.65,504.79,Rwanda,RW
U00788,RW-2020-S1,2020-08-10,18,Female,refugee,Gasabo,Congolese,Diploma,Retail & Trade,Grocery,No,3,Huye,No,Yes,No,54.0,Yes,No,,No,,2,1058.33,304.43,0,0,1,1,0,Endline Survey,True,,,,,,,,MEDIUM,LOW,LOW,0.357731,0.341385,0.332312,0,0,0,0,0,0,1107.73,1035.35,943.91,Rwanda,RW
U02492,ET-2019-S3,2019-05-17,38,Female,refugee,Shire Camp,Eritrean,TVET,Transport,Delivery,No,3,,,,,,,,,,,0,435.16,,0,0,1,1,0,Endline Survey,False,Lack of capital,Savings,False,Competition,True,True,Seek employment,MEDIUM,MEDIUM,MEDIUM,0.421991,0.377569,0.360938,0,0,0,0,0,1,445.16,469.46,426.41,Ethiopia,ET
U00048,SS-2020-S1,2020-01-25,31,Female,host,Gorom Camp,South Sudanese,Postgraduate,ICT,Software Services,No,5,Juba,No,Yes,No,10.0,No,No,,No,,3,468.33,198.23,1,0,0,1,0,Follow-up Survey,True,,,,,,,,MEDIUM,LOW,LOW,0.38031,0.300023,0.258955,0,0,0,0,0,0,469.89,536.51,525.44,South Sudan,SS
U04739,KE-2018-S3,2018-04-19,28,Female,host,Dadaab Camp,Kenyan,Secondary,Retail & Trade,Pharmacy,No,4,,,,,,,,,,,1,542.31,,0,1,0,1,0,Follow-up Survey,False,Market uncertainty,Savings,True,Low demand,True,True,Seek employment,LOW,LOW,LOW,0.234565,0.162767,0.137412,0,0,0,0,0,0,585.9,558.66,641.91,Kenya,KE
U02838,KE-2026-S2,2026-02-15,44,Male,host,Kakuma Camp,Somali,Secondary,Manufacturing,Furniture,No,5,Mombasa,Yes,Yes,Yes,42.0,No,Yes,Pricing,Yes,Crafts,1,528.84,300.23,0,0,1,1,0,Baseline Survey,True,,,,,,,,MEDIUM,MEDIUM,MEDIUM,0.449002,0.445429,0.464452,0,0,0,0,0,0,569.48,564.66,588.46,Kenya,KE
U02888,RW-2021-S3,2021-11-02,36,Female,refugee,Mahama Camp,Rwandan,Primary,Transport,Delivery,No,3,Huye,Yes,No,Yes,29.0,No,No,,Yes,Moto,0,697.34,267.05,0,1,0,1,0,Endline Survey,True,,,,,,,,MEDIUM,MEDIUM,MEDIUM,0.534748,0.494039,0.449608,0,0,0,0,0,0,681.32,713.09,799.55,Rwanda,RW
U03720,ET-2022-S2,2022-12-08,33,Female,host,Shire Camp,Somali,Secondary,Construction,Hardware,No,6,,,,,,,,,,,0,518.84,,0,1,0,1,0,Follow-up Survey,False,Market uncertainty,Community group,False,Low demand,True,True,Start business,MEDIUM,MEDIUM,MEDIUM,0.47792,0.466754,0.477749,0,0,0,0,0,0,476.14,479.82,494.76,Ethiopia,ET
U03249,RW-2022-S3,2022-03-01,36,Female,host,Nyarugenge,Congolese,Diploma,Hospitality and Tourism,Restaurant,No,4,,,,,,,,,,,1,408.82,,1,0,0,0,1,Baseline Survey,False,Health issues,Family support,False,Low demand,False,False,Continue training,LOW,LOW,LOW,0.182452,0.160853,0.152011,0,0,0,2,2,2,464.21,491.94,480.37,Rwanda,RW
U03280,RW-2021-S2,2021-10-14,27,Male,host,Kicukiro,Burundian,Secondary,Retail & Trade,Grocery,No,8,Musanze,No,Yes,Yes,17.0,No,No,,Yes,Clothing,1,237.2,142.9,0,1,0,0,1,Baseline Survey,True,,,,,,,,MEDIUM,MEDIUM,MEDIUM,0.608443,0.585524,0.57124,1,1,1,0,0,0,227.91,213.84,212.32,Rwanda,RW
U03396,RW-2019-S2,2019-03-10,47,Male,host,Nyabiheke Camp,Congolese,Secondary,Retail & Trade,Grocery,No,5,Kicukiro,No,Yes,No,21.0,Yes,No,,Yes,Phone Accessories,0,560.93,330.44,0,0,1,1,0,Endline Survey,True,,,,,,,,LOW,LOW,LOW,0.325823,0.249755,0.206198,0,0,0,0,0,0,586.33,577.91,623.86,Rwanda,RW
U01741,RW-2024-S3,2024-05-04,45,Female,host,Gasabo,Rwandan,Secondary,Retail & Trade,Clothing,Yes,3,Huye,No,No,No,14.0,No,Yes,Pricing,No,,0,220.49,116.35,0,1,0,0,1,Follow-up Survey,True,,,,,,,,MEDIUM,LOW,LOW,0.430814,0.342254,0.290305,0,0,0,0,0,0,240.85,232.98,234.02,Rwanda,RW
U02530,RW-2018-S1,2018-02-05,30,Female,host,Kigeme Camp,Congolese,Bachelor,Retail & Trade,Phone Accessories,No,6,,,,,,,,,,,2,557.41,,0,0,1,1,0,Follow-up Survey,False,Permit/registration barriers,Family support,False,Security constraints,True,True,Start business,MEDIUM,MEDIUM,LOW,0.409615,0.354676,0.334245,0,0,0,1,1,1,561.51,543.68,592.6,Rwanda,RW
U02993,ET-2024-S1,2024-12-06,27,Female,host,Addis Ababa,Ethiopian,None,Retail & Trade,Clothing,No,4,Kirkos,Yes,No,Yes,34.0,Yes,Yes,Marketing,No,,2,320.25,87.53,0,0,1,1,0,Follow-up Survey,True,,,,,,,,MEDIUM,MEDIUM,MEDIUM,0.451737,0.404766,0.357712,0,0,0,0,0,0,304.98,298.19,319.62,Ethiopia,ET
U04046,RW-2022-S2,2022-04-03,37,Male,refugee,Kicukiro,Rwandan,Secondary,Retail & Trade,Pharmacy,No,5,,,,,,,,,,,1,452.85,,1,0,0,1,0,Follow-up Survey,False,Family responsibilities,Loan,True,Security constraints,False,False,Join cooperative,LOW,LOW,LOW,0.289707,0.25335,0.246373,0,1,1,0,0,0,474.84,470.35,505.33,Rwanda,RW
U02310,RW-2026-S3,2026-10-24,25,Female,refugee,Nyabiheke Camp,Burundian,Secondary,Manufacturing,Baked Goods,No,3,Rwamagana,Yes,Yes,Yes,23.0,Yes,No,,No,,4,488.69,211.52,0,1,0,0,1,Endline Survey,True,,,,,,,,MEDIUM,MEDIUM,MEDIUM,0.406561,0.425659,0.440691,0,1,1,0,1,1,472.66,485.05,559.91,Rwanda,RW
U01914,SS-2019-S2,2019-12-01,29,Male,host,Yambio,Congolese,Primary,Retail & Trade,Grocery,No,2,Yambio,No,No,Yes,33.0,Yes,No,,No,,0,279.5,152.74,0,1,0,1,0,Endline Survey,True,,,,,,,,MEDIUM,MEDIUM,MEDIUM,0.512007,0.483005,0.448922,0,0,0,0,0,0,261.25,273.04,280.07,South Sudan,SS
U02940,SS-2018-S3,2018-05-16,26,Male,refugee,Torit,Congolese,Secondary,Hospitality and Tourism,Catering,Yes,3,Juba,Yes,No,No,57.0,No,No,,No,,1,634.88,246.51,0,0,1,1,0,Baseline Survey,True,,,,,,,,MEDIUM,MEDIUM,MEDIUM,0.661924,0.636922,0.629486,0,0,0,0,0,0,692.02,639.91,659.51,South Sudan,SS
U00517,ET-2018-S3,2018-07-23,32,Female,host,Shire Camp,Eritrean,None,Manufacturing,Baked Goods,No,2,Mekelle,Yes,No,No,18.0,Yes,No,,No,,0,658.98,369.83,0,0,1,0,1,Follow-up Survey,True,,,,,,,,MEDIUM,LOW,LOW,0.358389,0.340682,0.331094,0,0,0,0,0,0,646.93,694.15,656.25,Ethiopia,ET
U02294,RW-2021-S2,2021-07-28,36,Female,refugee,Nyarugenge,Congolese,Secondary,Retail & Trade,Phone Accessories,No,5,Gasabo,No,Yes,No,17.0,Yes,No,,No,,1,950.55,338.82,0,1,0,1,0,Endline Survey,True,,,,,,,,MEDIUM,MEDIUM,MEDIUM,0.406168,0.425442,0.419792,0,0,0,0,0,0,962.5,931.39,986.01,Rwanda,RW
U02660,KE-2021-S1,2021-02-14,18,Male,refugee,Kisumu,South Sudanese,None,Retail & Trade,Phone Accessories,Yes,5,Nairobi,Yes,Yes,Yes,75.0,Yes,No,,No,,2,231.05,127.11,0,0,1,0,1,Follow-up Survey,True,,,,,,,,HIGH,HIGH,HIGH,0.722689,0.71474,0.709423,0,0,0,0,1,1,220.07,191.12,193.22,Kenya,KE
U00463,KE-2021-S3,2021-04-06,57,Female,host,Kisumu,Kenyan,Secondary,Hospitality and Tourism,Catering,No,5,,,,,,,,,,,0,155.04,,0,0,1,1,0,Endline Survey,True,,Family support,False,High input costs,True,True,Continue training,MEDIUM,HIGH,HIGH,0.676822,0.734627,0.738888,0,0,0,0,0,0,156.06,152.74,134.92,Kenya,KE
U02609,RW-2019-S3,2019-12-05,37,Male,host,Kicukiro,Rwandan,TVET,Agriculture,Dairy,No,5,,,,,,,,,,,0,418.69,,1,0,0,1,0,Follow-up Survey,True,,Community group,False,Low demand,True,True,Expand idea,MEDIUM,LOW,LOW,0.355221,0.296019,0.252736,0,0,0,0,0,0,418.95,430.86,462.01,Rwanda,RW
U01413,KE-2018-S3,2018-10-19,20,Female,host,Kisumu,South Sudanese,Primary,ICT,Software Services,No,3,Kajiado,No,No,Yes,36.0,Yes,No,,No,,1,304.23,144.73,0,0,1,1,0,Follow-up Survey,True,,,,,,,,MEDIUM,MEDIUM,MEDIUM,0.417915,0.43553,0.435218,0,0,0,0,0,0,316.93,320.34,304.74,Kenya,KE
U03734,ET-2022-S2,2022-06-17,28,Male,host,Jijiga,Ethiopian,Secondary,Professional Services,Tailoring,No,3,Mekelle,No,Yes,No,9.0,No,Yes,Record keeping,Yes,Tailoring,1,414.53,184.09,0,0,1,1,0,Endline Survey,True,,,,,,,,MEDIUM,MEDIUM,LOW,0.412784,0.351624,0.314724,0,0,2,0,1,1,431.36,425.77,448.98,Ethiopia,ET
U01483,RW-2020-S1,2020-03-28,25,Male,host,Kigeme Camp,Rwandan,Primary,Retail & Trade,Grocery,No,7,,,,,,,,,,,0,293.16,,1,0,0,0,1,Follow-up Survey,False,Market uncertainty,Family support,False,Competition,True,True,Start business,MEDIUM,MEDIUM,MEDIUM,0.407595,0.434712,0.435976,0,0,1,0,1,1,303.0,314.11,342.93,Rwanda,RW
U04874,RW-2026-S3,2026-05-19,23,Female,refugee,Kicukiro,Rwandan,Postgraduate,Manufacturing,Soap,Yes,7,Nyarugenge,Yes,Yes,No,15.0,No,No,,Yes,Baked Goods,0,534.87,359.83,0,0,1,1,0,Baseline Survey,True,,,,,,,,MEDIUM,MEDIUM,MEDIUM,0.66918,0.6514,0.689466,0,0,0,0,0,0,451.73,438.53,356.16,Rwanda,RW
U02927,RW-2022-S2,2022-06-04,23,Male,host,Nyabiheke Camp,Rwandan,Secondary,Personal Services,Cleaning,No,5,,,,,,,,,,,2,431.51,,1,0,0,0,1,Endline Survey,False,Market uncertainty,Family support,False,Limited mobility,True,True,Start business,MEDIUM,LOW,LOW,0.407531,0.342521,0.327838,0,0,0,0,0,0,416.0,388.88,393.38,Rwanda,RW
U00413,KE-2021-S1,2021-01-27,31,Male,host,Kisumu,Kenyan,TVET,Retail & Trade,Grocery,No,2,,,,,,,,,,,3,549.53,,0,1,0,0,1,Endline Survey,False,Family responsibilities,Community group,False,Security constraints,False,False,Seek employment,LOW,LOW,LOW,0.302348,0.32706,0.346486,0,1,1,0,0,0,630.39,618.72,654.01,Kenya,KE
U04851,RW-2026-S3,2026-05-30,18,Female,host,Nyabiheke Camp,Congolese,Secondary,Manufacturing,Baked Goods,No,8,Kicukiro,Yes,No,No,19.0,Yes,No,,Yes,Furniture,0,510.89,346.57,0,0,1,1,0,Follow-up Survey,True,,,,,,,,MEDIUM,MEDIUM,MEDIUM,0.593731,0.601786,0.58912,0,0,0,0,0,0,519.87,523.86,485.73,Rwanda,RW
U01239,KE-2021-S2,2021-01-28,27,Male,refugee,Nairobi,Kenyan,TVET,Retail & Trade,Grocery,No,5,Kisumu,Yes,Yes,Yes,45.0,Yes,No,,No,,0,2029.65,1140.85,0,0,1,1,0,Follow-up Survey,True,,,,,,,,MEDIUM,MEDIUM,MEDIUM,0.410463,0.459136,0.482057,0,0,0,0,0,0,2212.02,2168.88,2094.02,Kenya,KE
U04028,KE-2025-S3,2025-09-23,29,Female,refugee,Kakuma Camp,Kenyan,Secondary,Construction,Carpentry,No,7,,,,,,,,,,,0,596.31,,0,0,1,1,0,Follow-up Survey,False,Lack of capital,Savings,False,Competition,True,False,Continue training,MEDIUM,MEDIUM,MEDIUM,0.691455,0.654107,0.628323,0,0,0,0,0,0,517.01,483.48,436.2,Kenya,KE
U01883,ET-2021-S1,2021-09-18,32,Female,refugee,Mekelle,Eritrean,Primary,Retail & Trade,Clothing,Yes,4,,,,,,,,,,,6,1215.01,,0,0,1,1,0,Follow-up Survey,False,Lack of capital,Loan,False,Limited mobility,True,False,Join cooperative,MEDIUM,MEDIUM,MEDIUM,0.476642,0.440717,0.42308,1,1,1,0,0,1,1202.73,1312.77,1271.59,Ethiopia,ET
U04779,RW-2020-S3,2020-03-09,25,Female,host,Kigeme Camp,Rwandan,None,Personal Services,Cleaning,No,3,Rubavu,Yes,No,Yes,8.0,No,No,,Yes,Cleaning,0,537.31,294.59,1,0,0,0,1,Baseline Survey,True,,,,,,,,MEDIUM,MEDIUM,MEDIUM,0.637663,0.626604,0.566985,0,0,0,0,0,0,547.57,580.18,570.05,Rwanda,RW
U03112,ET-2025-S3,2025-12-24,28,Female,host,Mekelle,Eritrean,Secondary,Construction,Carpentry,Yes,3,Bole,Yes,Yes,Yes,45.0,No,Yes,Inventory,No,,1,463.37,189.05,1,0,0,1,0,Follow-up Survey,True,,,,,,,,MEDIUM,MEDIUM,MEDIUM,0.410209,0.388348,0.378715,0,0,0,1,1,1,449.95,492.47,431.27,Ethiopia,ET
U03972,ET-2025-S1,2025-12-20,49,Female,host,Mekelle,Ethiopian,Primary,Agriculture,Grains,No,3,,,,,,,,,,,0,511.09,,0,0,1,0,1,Baseline Survey,False,Family responsibilities,Family support,True,Security constraints,True,False,Join cooperative,MEDIUM,MEDIUM,MEDIUM,0.358704,0.388683,0.420183,0,0,1,0,0,0,535.47,506.66,509.07,Ethiopia,ET
U02254,RW-2026-S3,2026-07-28,29,Male,host,Mahama Camp,Burundian,Bachelor,Professional Services,Tailoring,Yes,2,,,,,,,,,,,2,211.08,,0,0,1,1,0,Endline Survey,False,Market uncertainty,Loan,False,Limited mobility,False,False,Join cooperative,MEDIUM,MEDIUM,LOW,0.383466,0.3576,0.336967,0,0,0,0,0,0,213.99,196.84,183.71,Rwanda,RW
U01582,ET-2025-S2,2025-07-19,22,Female,host,Jijiga,Ethiopian,Diploma,Personal Services,Cleaning,No,3,,,,,,,,,,,0,370.39,,0,0,1,1,0,Baseline Survey,False,Health issues,Community group,True,Low demand,False,False,Join cooperative,MEDIUM,MEDIUM,MEDIUM,0.463008,0.522734,0.538157,0,0,0,0,0,1,361.02,340.19,350.91,Ethiopia,ET
U01503,ET-2018-S1,2018-04-06,20,Male,refugee,Bahir Dar,Ethiopian,Primary,Manufacturing,Furniture,No,5,Hawassa,Yes,No,Yes,27.0,Yes,No,,No,,0,324.73,208.92,0,1,0,0,1,Endline Survey,True,,,,,,,,MEDIUM,MEDIUM,MEDIUM,0.510167,0.474134,0.4823,0,0,0,0,0,0,349.6,360.09,364.91,Ethiopia,ET
U02555,SS-2019-S2,2019-01-13,33,Male,host,Yambio,South Sudanese,Secondary,Personal Services,Cleaning,No,5,,,,,,,,,,,2,362.99,,0,0,1,1,0,Follow-up Survey,False,Market uncertainty,Grant,False,Limited mobility,True,False,Join cooperative,MEDIUM,MEDIUM,MEDIUM,0.562368,0.57404,0.564355,0,0,0,0,0,0,345.06,382.82,416.39,South Sudan,SS
U04099,ET-2019-S1,2019-02-09,34,Male,host,Shire Camp,Ethiopian,Primary,Hospitality and Tourism,Lodging,No,4,,,,,,,,,,,0,478.75,,0,0,1,1,0,Endline Survey,True,,Family support,False,Security constraints,True,True,Start business,MEDIUM,MEDIUM,MEDIUM,0.513685,0.517373,0.528483,0,0,0,0,0,0,491.94,480.6,477.46,Ethiopia,ET
U01505,RW-2020-S3,2020-09-13,50,Male,refugee,Kicukiro,Congolese,Primary,Personal Services,Laundry,Yes,3,Gasabo,No,Yes,Yes,39.0,No,Yes,Inventory,No,,1,513.76,185.21,0,1,0,1,0,Follow-up Survey,True,,,,,,,,MEDIUM,HIGH,HIGH,0.663098,0.702778,0.706878,0,0,0,1,1,1,472.01,469.04,504.79,Rwanda,RW
U02870,ET-2021-S2,2021-02-11,28,Male,host,Jijiga,Eritrean,Bachelor,Agriculture,Vegetables,No,5,Hawassa,Yes,No,Yes,14.0,No,No,,No,,2,601.35,343.28,0,0,1,1,0,Follow-up Survey,True,,,,,,,,MEDIUM,MEDIUM,MEDIUM,0.570557,0.560782,0.561376,0,0,0,0,0,0,586.4,561.96,578.36,Ethiopia,ET
U03058,SS-2022-S1,2022-07-26,43,Female,refugee,Gorom Camp,Congolese,Secondary,Hospitality and Tourism,Catering,Yes,5,,,,,,,,,,,0,305.55,,0,0,1,0,1,Baseline Survey,False,Permit/registration barriers,Community group,False,Competition,False,False,Seek employment,MEDIUM,MEDIUM,MEDIUM,0.503389,0.48683,0.501506,0,0,0,0,0,0,289.06,338.52,315.49,South Sudan,SS
U01283,KE-2019-S3,2019-04-05,43,Female,host,Dadaab Camp,South Sudanese,Secondary,Construction,Masonry,No,4,,,,,,,,,,,0,318.85,,0,0,1,1,0,Baseline Survey,False,Family responsibilities,Community group,True,High input costs,False,False,Continue training,MEDIUM,MEDIUM,MEDIUM,0.461546,0.530045,0.568075,0,0,0,0,0,0,308.86,303.95,282.7,Kenya,KE
U03336,SS-2023-S1,2023-04-14,48,Female,host,Torit,Congolese,Primary,Personal Services,Laundry,No,6,Juba,Yes,Yes,Yes,15.0,No,No,,No,,0,472.87,296.12,0,0,1,1,0,Endline Survey,True,,,,,,,,MEDIUM,MEDIUM,MEDIUM,0.465787,0.542924,0.582207,0,0,0,0,0,1,464.0,448.37,508.71,South Sudan,SS
U02727,SS-2023-S2,2023-01-10,33,Female,host,Yambio,South Sudanese,Secondary,ICT,Cybercafe,Yes,7,Juba,No,Yes,No,31.0,Yes,No,,Yes,Device Repair,1,562.38,172.68,0,0,1,0,1,Endline Survey,True,,,,,,,,MEDIUM,MEDIUM,LOW,0.377661,0.354245,0.325503,0,0,0,0,0,0,592.17,567.3,626.75,South Sudan,SS
U00273,RW-2022-S2,2022-08-31,36,Male,refugee,Kicukiro,Congolese,Bachelor,Manufacturing,Furniture,No,5,Rwamagana,Yes,Yes,No,49.0,No,No,,No,,1,491.44,165.2,0,0,1,1,0,Follow-up Survey,True,,,,,,,,HIGH,HIGH,HIGH,0.711326,0.725982,0.704821,0,0,0,1,1,1,514.21,513.52,560.86,Rwanda,RW
U04987,RW-2026-S3,2026-11-06,31,Female,refugee,Nyarugenge,Rwandan,Secondary,Personal Services,Cleaning,No,6,Musanze,No,Yes,Yes,10.0,No,No,,Yes,Laundry,0,420.35,293.17,1,0,0,1,0,Follow-up Survey,True,,,,,,,,MEDIUM,MEDIUM,MEDIUM,0.593874,0.548759,0.522888,0,0,0,0,0,0,405.28,409.85,436.1,Rwanda,RW
U02606,SS-2023-S2,2023-08-25,38,Male,host,Juba,Sudanese,TVET,Retail & Trade,Phone Accessories,No,2,,,,,,,,,,,1,346.73,,0,1,0,1,0,Baseline Survey,True,,Loan,False,High input costs,False,False,Expand idea,LOW,MEDIUM,MEDIUM,0.3371,0.376334,0.414989,0,1,2,0,0,0,372.54,453.94,429.05,South Sudan,SS
U03719,RW-2020-S2,2020-01-27,28,Female,refugee,Mahama Camp,Rwandan,Secondary,Professional Services,Consulting,No,3,,,,,,,,,,,0,426.68,,0,0,1,1,0,Endline Survey,True,,Community group,True,Low demand,True,True,Expand idea,MEDIUM,MEDIUM,MEDIUM,0.536914,0.553922,0.588073,0,0,0,0,0,0,410.53,439.18,417.49,Rwanda,RW
U02532,SS-2024-S3,2024-10-15,18,Female,refugee,Yambio,Sudanese,Primary,Transport,Logistics,No,3,Juba,Yes,No,Yes,35.0,No,Yes,Inventory,No,,0,722.03,246.03,0,1,0,0,1,Follow-up Survey,True,,,,,,,,MEDIUM,MEDIUM,MEDIUM,0.595057,0.602854,0.599458,0,0,0,0,0,0,686.75,668.17,620.64,South Sudan,SS
U04649,ET-2019-S1,2019-01-11,29,Male,refugee,Addis Ababa,Ethiopian,Bachelor,Retail & Trade,Phone Accessories,No,4,,,,,,,,,,,0,445.2,,0,1,0,1,0,Baseline Survey,False,Permit/registration barriers,Grant,False,High input costs,True,False,Join cooperative,MEDIUM,MEDIUM,MEDIUM,0.441376,0.415736,0.389927,0,0,0,0,0,1,475.31,454.87,458.56,Ethiopia,ET
U02904,RW-2022-S1,2022-02-01,31,Female,host,Kigeme Camp,Rwandan,Diploma,Professional Services,Hair Salon,Yes,3,Musanze,No,No,Yes,26.0,No,No,,No,,2,640.56,254.6,0,0,1,1,0,Baseline Survey,True,,,,,,,,MEDIUM,MEDIUM,MEDIUM,0.530826,0.518904,0.514165,0,0,0,0,0,1,617.82,604.88,695.81,Rwanda,RW
U00365,KE-2025-S3,2025-03-01,32,Male,refugee,Dadaab Camp,Somali,Bachelor,Retail & Trade,Grocery,No,1,Nakuru,No,Yes,Yes,91.0,Yes,No,,No,,4,496.82,327.69,0,0,1,1,0,Baseline Survey,True,,,,,,,,MEDIUM,MEDIUM,MEDIUM,0.392362,0.390825,0.39844,0,0,0,0,0,1,488.93,534.12,530.17,Kenya,KE
U00245,KE-2022-S1,2022-11-23,32,Male,host,Nakuru,Somali,Secondary,Agriculture,Dairy,No,5,,,,,,,,,,,0,169.76,,0,1,0,1,0,Baseline Survey,False,Health issues,Family support,False,Competition,True,True,Expand idea,LOW,LOW,LOW,0.243876,0.201944,0.21542,0,0,0,0,0,0,196.43,218.39,209.61,Kenya,KE
U00138,RW-2023-S3,2023-02-04,28,Male,refugee,Kigeme Camp,Rwandan,TVET,Hospitality and Tourism,Restaurant,No,6,,,,,,,,,,,0,713.69,,0,0,1,1,0,Endline Survey,False,Market uncertainty,Savings,True,Limited mobility,True,True,Continue training,MEDIUM,MEDIUM,MEDIUM,0.542082,0.538256,0.516382,0,1,1,2,2,2,706.58,719.41,788.44,Rwanda,RW
U00038,RW-2020-S1,2020-03-11,33,Male,refugee,Nyabiheke Camp,Congolese,Secondary,Retail & Trade,Pharmacy,Yes,4,Rwamagana,Yes,Yes,Yes,34.0,Yes,No,,No,,1,504.41,295.37,0,0,1,1,0,Follow-up Survey,True,,,,,,,,MEDIUM,MEDIUM,MEDIUM,0.683882,0.694979,0.694737,0,0,0,0,0,0,467.9,470.1,488.83,Rwanda,RW
U02713,RW-2020-S2,2020-12-28,38,Male,refugee,Kicukiro,Rwandan,Secondary,Retail & Trade,Pharmacy,No,4,Nyarugenge,Yes,Yes,Yes,57.0,Yes,No,,No,,0,509.37,201.2,0,0,1,1,0,Baseline Survey,True,,,,,,,,MEDIUM,MEDIUM,MEDIUM,0.448608,0.425776,0.386885,0,0,0,0,0,1,528.59,495.52,592.0,Rwanda,RW
